ENTRY	STOICHIOMETRY	GENE NAMES	PROTEIN NAME	UNIPROT NOTE
PN96_02885	1.0	PN96_02885	[MISSING]	[MISSING]
PN96_19035	1.0	PN96_19035	[MISSING]	[MISSING]
PN96_20275	1.0	PN96_20275	[MISSING]	[MISSING]
PN96_22510	1.0	PN96_22510	[MISSING]	[MISSING]
PN96_00940	1.0	PN96_00940	[MISSING]	[MISSING]
PN96_19060	1.0	PN96_19060	[MISSING]	[MISSING]
PN96_16610	1.0	PN96_16610	[MISSING]	[MISSING]
PN96_19175	1.0	PN96_19175	[MISSING]	[MISSING]
PN96_17565	1.0	PN96_17565	[MISSING]	[MISSING]
PN96_01215	1.0	PN96_01215	[MISSING]	[MISSING]
PN96_22955	1.0	PN96_22955	[MISSING]	[MISSING]
PN96_00150	1.0	PN96_00150	[MISSING]	[MISSING]
PN96_21455	1.0	PN96_21455	[MISSING]	[MISSING]
PN96_17040	1.0	PN96_17040	[MISSING]	[MISSING]
PN96_06250	1.0	PN96_06250	[MISSING]	[MISSING]
PN96_18045	1.0	PN96_18045	[MISSING]	[MISSING]
PN96_07145	1.0	PN96_07145	[MISSING]	[MISSING]
PN96_04945	1.0	PN96_04945	[MISSING]	[MISSING]
PN96_19165	1.0	PN96_19165	[MISSING]	[MISSING]
PN96_02870	1.0	PN96_02870	[MISSING]	[MISSING]
PN96_06550	1.0	PN96_06550	[MISSING]	[MISSING]
PN96_02435	1.0	PN96_02435	[MISSING]	[MISSING]
PN96_15930	1.0	PN96_15930	[MISSING]	[MISSING]
PN96_22390	1.0	PN96_22390	[MISSING]	[MISSING]
PN96_09650	1.0	PN96_09650	[MISSING]	[MISSING]
PN96_21465	1.0	PN96_21465	[MISSING]	[MISSING]
PN96_15405	1.0	PN96_15405	[MISSING]	[MISSING]
PN96_21360	1.0	PN96_21360	[MISSING]	[MISSING]
PN96_08005	1.0	PN96_08005	[MISSING]	[MISSING]
PN96_19510	1.0	PN96_19510	[MISSING]	[MISSING]
PN96_22890	1.0	PN96_22890	[MISSING]	[MISSING]
PN96_16645	1.0	PN96_16645	[MISSING]	[MISSING]
PN96_03545	1.0	PN96_03545	[MISSING]	[MISSING]
PN96_22480	1.0	PN96_22480	[MISSING]	[MISSING]
PN96_18725	1.0	PN96_18725	[MISSING]	[MISSING]
PN96_09305	1.0	PN96_09305	[MISSING]	[MISSING]
PN96_21480	1.0	PN96_21480	[MISSING]	[MISSING]
PN96_22475	1.0	PN96_22475	[MISSING]	[MISSING]
PN96_08010	1.0	PN96_08010	[MISSING]	[MISSING]
PN96_06325	1.0	PN96_06325	[MISSING]	[MISSING]
PN96_08230	1.0	PN96_08230	[MISSING]	[MISSING]
PN96_18775	1.0	PN96_18775	[MISSING]	[MISSING]
PN96_16670	1.0	PN96_16670	[MISSING]	[MISSING]
PN96_13715	1.0	PN96_13715	[MISSING]	[MISSING]
PN96_18325	1.0	PN96_18325	[MISSING]	[MISSING]
PN96_14755	1.0	PN96_14755	[MISSING]	[MISSING]
PN96_18395	1.0	PN96_18395	[MISSING]	[MISSING]
PN96_15755	1.0	PN96_15755	[MISSING]	[MISSING]
PN96_11440	1.0	PN96_11440	[MISSING]	[MISSING]
PN96_18340	1.0	PN96_18340	[MISSING]	[MISSING]
PN96_13060	1.0	PN96_13060	[MISSING]	[MISSING]
PN96_22200	1.0	PN96_22200	[MISSING]	[MISSING]
PN96_17675	1.0	PN96_17675	[MISSING]	[MISSING]
PN96_13860	1.0	PN96_13860	[MISSING]	[MISSING]
PN96_05535	1.0	PN96_05535	[MISSING]	[MISSING]
PN96_11395	1.0	PN96_11395	[MISSING]	[MISSING]
PN96_08640	1.0	PN96_08640	[MISSING]	[MISSING]
PN96_09105	1.0	PN96_09105	[MISSING]	[MISSING]
PN96_11125	1.0	PN96_11125	[MISSING]	[MISSING]
PN96_11505	1.0	PN96_11505	[MISSING]	[MISSING]
PN96_15055	1.0	PN96_15055	[MISSING]	[MISSING]
PN96_04720	1.0	PN96_04720	[MISSING]	[MISSING]
PN96_07315	1.0	PN96_07315	[MISSING]	[MISSING]
PN96_11830	1.0	PN96_11830	[MISSING]	[MISSING]
PN96_11105	1.0	PN96_11105	[MISSING]	[MISSING]
PN96_17490	1.0	PN96_17490	[MISSING]	[MISSING]
PN96_06615	1.0	PN96_06615	[MISSING]	[MISSING]
PN96_07390	1.0	PN96_07390	[MISSING]	[MISSING]
PN96_05830	1.0	PN96_05830	[MISSING]	[MISSING]
PN96_17175	1.0	PN96_17175	[MISSING]	[MISSING]
PN96_16510	1.0	PN96_16510	[MISSING]	[MISSING]
PN96_18060	1.0	PN96_18060	[MISSING]	[MISSING]
PN96_20670	1.0	PN96_20670	[MISSING]	[MISSING]
PN96_12315	1.0	PN96_12315	[MISSING]	[MISSING]
PN96_12310	1.0	PN96_12310	[MISSING]	[MISSING]
PN96_12585	1.0	PN96_12585	[MISSING]	[MISSING]
PN96_22735	1.0	PN96_22735	[MISSING]	[MISSING]
PN96_08015	1.0	PN96_08015	[MISSING]	[MISSING]
PN96_03210	1.0	PN96_03210	[MISSING]	[MISSING]
PN96_15830	1.0	PN96_15830	[MISSING]	[MISSING]
PN96_14380	1.0	PN96_14380	[MISSING]	[MISSING]
PN96_12365	1.0	PN96_12365	[MISSING]	[MISSING]
PN96_18520	1.0	PN96_18520	[MISSING]	[MISSING]
PN96_17840	1.0	PN96_17840	[MISSING]	[MISSING]
PN96_08930	1.0	PN96_08930	[MISSING]	[MISSING]
PN96_18720	1.0	PN96_18720	[MISSING]	[MISSING]
PN96_20755	1.0	PN96_20755	[MISSING]	[MISSING]
PN96_18315	1.0	PN96_18315	[MISSING]	[MISSING]
PN96_15340	1.0	PN96_15340	[MISSING]	[MISSING]
PN96_06825	1.0	PN96_06825	[MISSING]	[MISSING]
PN96_22100	1.0	PN96_22100	[MISSING]	[MISSING]
PN96_06440	1.0	PN96_06440	[MISSING]	[MISSING]
PN96_05105	1.0	PN96_05105	[MISSING]	[MISSING]
PN96_01220	1.0	PN96_01220	[MISSING]	[MISSING]
PN96_19475	1.0	PN96_19475	[MISSING]	[MISSING]
PN96_01145	1.0	PN96_01145	[MISSING]	[MISSING]
PN96_07825	1.0	PN96_07825	[MISSING]	[MISSING]
PN96_17630	1.0	PN96_17630	[MISSING]	[MISSING]
PN96_08025	1.0	PN96_08025	[MISSING]	[MISSING]
PN96_22135	1.0	PN96_22135	[MISSING]	[MISSING]
PN96_08560	1.0	PN96_08560	[MISSING]	[MISSING]
PN96_04025	1.0	PN96_04025	[MISSING]	[MISSING]
PN96_20630	1.0	PN96_20630	[MISSING]	[MISSING]
PN96_12850	1.0	PN96_12850	[MISSING]	[MISSING]
PN96_21810	1.0	PN96_21810	[MISSING]	[MISSING]
PN96_16515	1.0	PN96_16515	[MISSING]	[MISSING]
PN96_14235	1.0	PN96_14235	[MISSING]	[MISSING]
PN96_14355	1.0	PN96_14355	[MISSING]	[MISSING]
PN96_03005	1.0	PN96_03005	[MISSING]	[MISSING]
PN96_19000	1.0	PN96_19000	[MISSING]	[MISSING]
PN96_06580	1.0	PN96_06580	[MISSING]	[MISSING]
PN96_04750	1.0	PN96_04750	[MISSING]	[MISSING]
PN96_01500	1.0	PN96_01500	[MISSING]	[MISSING]
PN96_06470	1.0	PN96_06470	[MISSING]	[MISSING]
PN96_18160	1.0	PN96_18160	[MISSING]	[MISSING]
PN96_20835	1.0	PN96_20835	[MISSING]	[MISSING]
PN96_19190	1.0	PN96_19190	[MISSING]	[MISSING]
PN96_22140	1.0	PN96_22140	[MISSING]	[MISSING]
PN96_15095	1.0	PN96_15095	[MISSING]	[MISSING]
PN96_19520	1.0	PN96_19520	[MISSING]	[MISSING]
PN96_04740	1.0	PN96_04740	[MISSING]	[MISSING]
PN96_22865	1.0	PN96_22865	[MISSING]	[MISSING]
PN96_01960	1.0	PN96_01960	[MISSING]	[MISSING]
PN96_06000	1.0	PN96_06000	[MISSING]	[MISSING]
PN96_16800	1.0	PN96_16800	[MISSING]	[MISSING]
PN96_17680	1.0	PN96_17680	[MISSING]	[MISSING]
PN96_18905	1.0	PN96_18905	[MISSING]	[MISSING]
PN96_23215	1.0	PN96_23215	[MISSING]	[MISSING]
PN96_07460	1.0	PN96_07460	[MISSING]	[MISSING]
PN96_21490	1.0	PN96_21490	[MISSING]	[MISSING]
PN96_01460	1.0	PN96_01460	[MISSING]	[MISSING]
PN96_18345	1.0	PN96_18345	[MISSING]	[MISSING]
PN96_22180	1.0	PN96_22180	[MISSING]	[MISSING]
PN96_17250	1.0	PN96_17250	[MISSING]	[MISSING]
PN96_17685	1.0	PN96_17685	[MISSING]	[MISSING]
PN96_01435	1.0	PN96_01435	[MISSING]	[MISSING]
PN96_22000	1.0	PN96_22000	[MISSING]	[MISSING]
PN96_04235	1.0	PN96_04235	[MISSING]	[MISSING]
A0A1B1EF36	1.0	valS PN96_00605	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_02004}.
A0A1B1EDS3	2.0	asd PN96_03170	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_02121}.
A0A1B1EKA9	1.0	fucI PN96_21540	L-fucose isomerase (FucIase) (EC 5.3.1.25) (6-deoxy-L-galactose isomerase)	[MISSING]
A0A1B1EEY3	1.0	ispD PN96_01085	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	[MISSING]
A0A1B1EBL5	1.0	nhaA PN96_07430	Na(+)/H(+) antiporter NhaA (Sodium/proton antiporter NhaA)	[MISSING]
A0A1B1EK27	1.0	fhs PN96_20840	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS)	[MISSING]
A0A1B1EAX5	1.0	ushA PN96_09695	Bifunctional UDP-sugar hydrolase/5'-nucleotidase	[MISSING]
A0A1B1EFJ8	2.0	argD PN96_14620	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01107}.
A0A1B1EJK9	4.0	fucA PN96_21530	L-fuculose phosphate aldolase (EC 4.1.2.17) (D-ribulose-phosphate aldolase) (L-fuculose-1-phosphate aldolase)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00987}.
A0A1B1EL85	1.0	nirD PN96_20325	Nitrite reductase small subunit	[MISSING]
A0A1B1ECY6	1.0	aguA PN96_05005	Putative agmatine deiminase (EC 3.5.3.12) (Agmatine iminohydrolase)	[MISSING]
A0A1B1E9Q1	2.0	thyA PN96_10915	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00008}.
A0A1B1EBF2	1.0	cysS PN96_07740	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	SUBUNIT: Monomer. {ECO:0000256|ARBA:ARBA00011245, ECO:0000256|HAMAP-Rule:MF_00041}.
A0A1B1EJR1	2.0	glyA PN96_22185	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00051}.
A0A1B1EI58	4.0	tnaA PN96_15750	Tryptophanase (EC 4.1.99.1) (L-tryptophan indole-lyase) (TNase)	SUBUNIT: Homotetramer. {ECO:0000256|ARBA:ARBA00011881, ECO:0000256|HAMAP-Rule:MF_00544}.
A0A1B1EBP3	1.0	purC PN96_07275	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	[MISSING]
A0A1B1EFC7	1.0	argC PN96_14795	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	[MISSING]
A0A1B1E888	1.0	edd PN96_13075	Phosphogluconate dehydratase (EC 4.2.1.12)	[MISSING]
A0A1B1E981	6.0	ppa PN96_11750	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	SUBUNIT: Homohexamer. {ECO:0000256|HAMAP-Rule:MF_00209}.
A0A1B1EEJ0	1.0	deoC PN96_01740	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	[MISSING]
A0A1B1EG54	1.0	argH PN96_14810	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	[MISSING]
A0A1B1EGA7	1.0	psd PN96_14450	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain]	SUBUNIT: Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit. {ECO:0000256|HAMAP-Rule:MF_00662}.
A0A1B1EFV1	1.0	sthA PN96_14060	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	[MISSING]
A0A1B1EBS0	1.0	hutI PN96_07205	Imidazolonepropionase (EC 3.5.2.7) (Imidazolone-5-propionate hydrolase)	[MISSING]
A0A1B1EAW1	1.0	menC PN96_08895	o-succinylbenzoate synthase (OSB synthase) (OSBS) (EC 4.2.1.113) (4-(2'-carboxyphenyl)-4-oxybutyric acid synthase) (o-succinylbenzoic acid synthase)	[MISSING]
A0A1B1EGB9	1.0	atpG PN96_13415	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c. {ECO:0000256|HAMAP-Rule:MF_00815}.
A0A1B1EFC4	1.0	pgi PN96_14920	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	[MISSING]
A0A1B1EAN9	1.0	purU PN96_09200	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	[MISSING]
A0A1B1E9K5	1.0	carB PN96_11150	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	SUBUNIT: Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. {ECO:0000256|HAMAP-Rule:MF_01210}.
A0A1B1E9I9	1.0	leuD PN96_11610	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	SUBUNIT: Heterodimer of LeuC and LeuD. {ECO:0000256|ARBA:ARBA00011271, ECO:0000256|HAMAP-Rule:MF_01031}.
A0A1B1EAY0	1.0	potA PN96_08660	Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11)	SUBUNIT: The complex is composed of two ATP-binding proteins (PotA), two transmembrane proteins (PotB and PotC) and a solute-binding protein (PotD). {ECO:0000256|RuleBase:RU364083}.
A0A1B1EJZ7	2.0	glyA PN96_20950	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00051}.
A0A1B1EER8	1.0	gluQ PN96_01400	Glutamyl-Q tRNA(Asp) synthetase (Glu-Q-RSs) (EC 6.1.1.-)	[MISSING]
A0A1B1EEL4	1.0	deoB PN96_01750	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	[MISSING]
A0A1B1EG51	3.0	glmU PN96_13430	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	SUBUNIT: Homotrimer. {ECO:0000256|HAMAP-Rule:MF_01631}.
A0A1B1E9L6	1.0	carA PN96_11155	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	SUBUNIT: Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. {ECO:0000256|HAMAP-Rule:MF_01209}.
A0A1B1EK46	4.0	glgC PN96_20845	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00624}.
A0A1B1EEY7	1.0	fabZ PN96_02315	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	[MISSING]
A0A1B1EFK2	1.0	frdD PN96_14370	Fumarate reductase subunit D (Quinol-fumarate reductase subunit D) (QFR subunit D)	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000256|HAMAP-Rule:MF_00709}.
A0A1B1EDU7	1.0	purF PN96_02935	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	[MISSING]
A0A1B1EBC0	2.0	bioD PN96_07895	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00336}.
A0A1B1E8U0	2.0	pyrE PN96_12465	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01208}.
A0A1B1EBI1	1.0	hcp PN96_07575	Hydroxylamine reductase (EC 1.7.99.1) (Hybrid-cluster protein) (HCP) (Prismane protein)	[MISSING]
A0A1B1EDY0	1.0	fadJ PN96_02805	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	SUBUNIT: Heterotetramer of two alpha chains (FadJ) and two beta chains (FadI). {ECO:0000256|HAMAP-Rule:MF_01617}.
A0A1B1EEE8	3.0	dapD PN96_01975	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	SUBUNIT: Homotrimer. {ECO:0000256|HAMAP-Rule:MF_02122}.
A0A1B1EL55	1.0	betB PN96_19090	Betaine aldehyde dehydrogenase (BADH) (EC 1.2.1.8)	SUBUNIT: Dimer of dimers. {ECO:0000256|HAMAP-Rule:MF_00804}.
A0A1B1EIW4	1.0	PN96_14975	Maltose/maltodextrin transporter ATP-binding protein	[MISSING]
A0A1B1EBQ6	1.0	pheS PN96_07160	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	SUBUNIT: Tetramer of two alpha and two beta subunits. {ECO:0000256|ARBA:ARBA00011209, ECO:0000256|HAMAP-Rule:MF_00281}.
A0A1B1EFK9	2.0	purA PN96_14575	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_00011}.
A0A1B1ECS2	1.0	prpE PN96_05365	Propionyl-CoA synthetase	[MISSING]
A0A1B1EA31	1.0	mltF PN96_10195	Membrane-bound lytic murein transglycosylase F (EC 4.2.2.n1) (Murein lyase F)	[MISSING]
A0A1B1EGC1	1.0	cysZ PN96_09505	Sulfate transporter CysZ	[MISSING]
A0A1B1EC24	1.0	ureE PN96_06170	Urease accessory protein UreE	[MISSING]
A0A1B1E9A0	2.0	mdh PN96_11695	Malate dehydrogenase (EC 1.1.1.37)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_01516}.
A0A1B1EG37	1.0	coaA PN96_00060	Pantothenate kinase (EC 2.7.1.33) (Pantothenic acid kinase)	[MISSING]
A0A1B1EFN9	1.0	purD PN96_00175	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	[MISSING]
A0A1B1E9Y1	1.0	PN96_11720	Thiamine ABC transporter, ATP-binding protein	[MISSING]
A0A1B1EFN6	4.0	pfkA PN96_14310	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00339}.
A0A1B1E8Y0	1.0	ilvC PN96_13170	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase)	[MISSING]
A0A1B1EEY1	3.0	ispF PN96_01090	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	SUBUNIT: Homotrimer. {ECO:0000256|ARBA:ARBA00011233, ECO:0000256|HAMAP-Rule:MF_00107}.
A0A1B1E9Z6	2.0	guaA PN96_10425	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_00344}.
A0A1B1EA25	4.0	gpt PN96_10145	Xanthine-guanine phosphoribosyltransferase (XGPRT) (EC 2.4.2.22) (Xanthine phosphoribosyltransferase)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_01903}.
A0A1B1EEJ5	4.0	gmhA PN96_02410	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00067}.
A0A1B1EA64	1.0	thiL PN96_10090	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	[MISSING]
A0A1B1EEQ9	1.0	panB PN96_01385	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	SUBUNIT: Homodecamer; pentamer of dimers. {ECO:0000256|ARBA:ARBA00011424, ECO:0000256|HAMAP-Rule:MF_00156}.
A0A1B1EFR8	1.0	murB PN96_00050	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	[MISSING]
A0A1B1EB27	2.0	menD PN96_08910	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (SEPHCHC synthase) (EC 2.2.1.9) (Menaquinone biosynthesis protein MenD)	SUBUNIT: Homodimer. {ECO:0000256|HAMAP-Rule:MF_01659}.
A0A1B1EAJ2	1.0	sucC PN96_09270	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	SUBUNIT: Heterotetramer of two alpha and two beta subunits. {ECO:0000256|HAMAP-Rule:MF_00558}.
A0A1B1EDV6	4.0	aroC PN96_02835	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00300}.
A0A1B1EFF8	4.0	ppc PN96_14785	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	SUBUNIT: Homotetramer. {ECO:0000256|HAMAP-Rule:MF_00595}.
A0A1B1EG86	1.0	ilvD PN96_13460	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	[MISSING]
A0A1B1EBU0	1.0	astE PN96_06805	Succinylglutamate desuccinylase (EC 3.5.1.96)	[MISSING]
A0A1B1E9J3	1.0	murG PN96_11205	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	[MISSING]
A0A1B1EI15	1.0	araA PN96_16040	L-arabinose isomerase (EC 5.3.1.4)	[MISSING]
A0A1B1EA92	1.0	ispE PN96_09735	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	[MISSING]
A0A1B1EL94	2.0	nifH PN96_19185	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_00533}.
A0A1B1E9R9	1.0	tyrA PN96_10810	T-protein	[MISSING]
A0A1B1EDU6	2.0	asd PN96_02900	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	SUBUNIT: Homodimer. {ECO:0000256|ARBA:ARBA00011738, ECO:0000256|HAMAP-Rule:MF_02121}.
A0A1B1EFV4	1.0	ubiA PN96_14035	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.39) (4-HB polyprenyltransferase)	[MISSING]
A0A1B1EEE9	1.0	nqrC PN96_02125	Na(+)-translocating NADH-quinone reductase subunit C (Na(+)-NQR subunit C) (Na(+)-translocating NQR subunit C) (EC 7.2.1.1) (NQR complex subunit C) (NQR-1 subunit C)	SUBUNIT: Composed of six subunits; NqrA, NqrB, NqrC, NqrD, NqrE and NqrF. {ECO:0000256|HAMAP-Rule:MF_00427, ECO:0000256|PIRNR:PIRNR009437}.
A0A1B1EH20	1.0	folE PN96_18205	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	SUBUNIT: Homopolymer. {ECO:0000256|HAMAP-Rule:MF_00223}.
A0A1B1EG58	1.0	atpC PN96_13425	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c. {ECO:0000256|ARBA:ARBA00011648, ECO:0000256|HAMAP-Rule:MF_00530, ECO:0000256|RuleBase:RU003656}.
A0A1B1EEF1	1.0	dapA PN96_02485	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	SUBUNIT: Homotetramer; dimer of dimers. {ECO:0000256|HAMAP-Rule:MF_00418}.
